ID,Date Added,Responsible,Category,Est Time,Task Name EN,Task Name FR,Description EN,Description FR,YouTube Link,Worksheet,Date assigned,Date Completed,IsDone,Points
122,2026-06-03,Oliver,Recovery,15,Alateen 09 - Detach with love,,Use two sticky notes: Care About and In Charge Of. Sort examples. Learn: Oliver can care about someone and still not be in charge of fixing them.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2009%20-%20Detach%20with%20love%20Use%20two%20sticky%20notes%3A%20Care%20About%20and%20In%20Charge%20Of.%20Sort%20examples.%20Learn%3A%20Oliver%20,https://idunnoguesswho.github.io/snowflake/worksheets/122.html,,,FALSE,3
123,2026-06-03,Logan,Recovery,15,Alateen 09 - Detach with love,,Use two sticky notes: Care About and In Charge Of. Sort examples. Learn: Logan can care about someone and still not be in charge of fixing them.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2009%20-%20Detach%20with%20love%20Use%20two%20sticky%20notes%3A%20Care%20About%20and%20In%20Charge%20Of.%20Sort%20examples.%20Learn%3A%20Logan%20c,https://idunnoguesswho.github.io/snowflake/worksheets/123.html,,,FALSE,3
124,2026-06-03,Oliver,Recovery,15,Alateen 10 - Secrets and safety,,"Sort cards into Surprise, Privacy, and Unsafe Secret. Practice: If a secret makes Oliver scared, sick, or unsafe, tell a trusted adult until someone helps.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2010%20-%20Secrets%20and%20safety%20Sort%20cards%20into%20Surprise%2C%20Privacy%2C%20and%20Unsafe%20Secret.%20Practice%3A%20If%20a%20secret%20make,https://idunnoguesswho.github.io/snowflake/worksheets/124.html,,,FALSE,3
125,2026-06-03,Logan,Recovery,15,Alateen 10 - Secrets and safety,,"Sort cards into Surprise, Privacy, and Unsafe Secret. Practice: If a secret makes Logan scared, sick, or unsafe, tell a trusted adult until someone helps.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2010%20-%20Secrets%20and%20safety%20Sort%20cards%20into%20Surprise%2C%20Privacy%2C%20and%20Unsafe%20Secret.%20Practice%3A%20If%20a%20secret%20make,https://idunnoguesswho.github.io/snowflake/worksheets/125.html,,,FALSE,3
126,2026-06-03,Oliver,Recovery,15,Alateen 11 - Ask for help script,,Practice three scripts with a safe adult: I feel __. I need __. Can you help me __? Keep it short and honest; passing is allowed if Oliver is not ready.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2011%20-%20Ask%20for%20help%20script%20Practice%20three%20scripts%20with%20a%20safe%20adult%3A%20I%20feel%20__.%20I%20need%20__.%20Can%20you%20help%20me%20,https://idunnoguesswho.github.io/snowflake/worksheets/126.html,,,FALSE,3
127,2026-06-03,Logan,Recovery,15,Alateen 11 - Ask for help script,,Practice three scripts with a safe adult: I feel __. I need __. Can you help me __? Keep it short and honest; passing is allowed if Logan is not ready.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2011%20-%20Ask%20for%20help%20script%20Practice%20three%20scripts%20with%20a%20safe%20adult%3A%20I%20feel%20__.%20I%20need%20__.%20Can%20you%20help%20me%20,https://idunnoguesswho.github.io/snowflake/worksheets/127.html,,,FALSE,3
128,2026-06-03,Oliver,Recovery,15,"Alateen 12 - Listen, share, pass",,"Do a mini meeting: one minute quiet, each person shares one feeling, one thing that helped, or says pass. Practice listening without fixing or interrupting.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2012%20-%20Listen%2C%20share%2C%20pass%20Do%20a%20mini%20meeting%3A%20one%20minute%20quiet%2C%20each%20person%20shares%20one%20feeling%2C%20one%20thing%20t,https://idunnoguesswho.github.io/snowflake/worksheets/128.html,,,FALSE,3
129,2026-06-03,Logan,Recovery,15,"Alateen 12 - Listen, share, pass",,"Do a mini meeting: one minute quiet, each person shares one feeling, one thing that helped, or says pass. Practice listening without fixing or interrupting.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2012%20-%20Listen%2C%20share%2C%20pass%20Do%20a%20mini%20meeting%3A%20one%20minute%20quiet%2C%20each%20person%20shares%20one%20feeling%2C%20one%20thing%20t,https://idunnoguesswho.github.io/snowflake/worksheets/129.html,,,FALSE,3
130,2026-06-03,Oliver,Recovery,15,Alateen 13 - Gratitude and good things,,"Write or draw three good things from today, even tiny ones. Add one person Oliver can thank or one kind thing Oliver can do without trying to fix anyone.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2013%20-%20Gratitude%20and%20good%20things%20Write%20or%20draw%20three%20good%20things%20from%20today%2C%20even%20tiny%20ones.%20Add%20one%20person%20Olive,https://idunnoguesswho.github.io/snowflake/worksheets/130.html,,,FALSE,3
131,2026-06-03,Logan,Recovery,15,Alateen 13 - Gratitude and good things,,"Write or draw three good things from today, even tiny ones. Add one person Logan can thank or one kind thing Logan can do without trying to fix anyone.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2013%20-%20Gratitude%20and%20good%20things%20Write%20or%20draw%20three%20good%20things%20from%20today%2C%20even%20tiny%20ones.%20Add%20one%20person%20Logan,https://idunnoguesswho.github.io/snowflake/worksheets/131.html,,,FALSE,3
132,2026-06-03,Oliver,Recovery,15,Alateen 14 - Courage words,,"Pick one slogan for the week: One Day at a Time, Keep It Simple, or First Things First. Decorate it and choose one place Oliver will see it daily.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2014%20-%20Courage%20words%20Pick%20one%20slogan%20for%20the%20week%3A%20One%20Day%20at%20a%20Time%2C%20Keep%20It%20Simple%2C%20or%20First%20Things,https://idunnoguesswho.github.io/snowflake/worksheets/132.html,,,FALSE,3
133,2026-06-03,Logan,Recovery,15,Alateen 14 - Courage words,,"Pick one slogan for the week: One Day at a Time, Keep It Simple, or First Things First. Decorate it and choose one place Logan will see it daily.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2014%20-%20Courage%20words%20Pick%20one%20slogan%20for%20the%20week%3A%20One%20Day%20at%20a%20Time%2C%20Keep%20It%20Simple%2C%20or%20First%20Things,https://idunnoguesswho.github.io/snowflake/worksheets/133.html,,,FALSE,3
134,2026-06-03,Oliver,Recovery,15,Alateen 15 - My toolbox,,"Make a personal toolbox list: 3 Cs, safe people, calm reset, HALT, ask-for-help script, and one fun activity. Put it somewhere Oliver can find it.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2015%20-%20My%20toolbox%20Make%20a%20personal%20toolbox%20list%3A%203%20Cs%2C%20safe%20people%2C%20calm%20reset%2C%20HALT%2C%20ask-for-help%20,https://idunnoguesswho.github.io/snowflake/worksheets/134.html,,,FALSE,3
135,2026-06-03,Logan,Recovery,15,Alateen 15 - My toolbox,,"Make a personal toolbox list: 3 Cs, safe people, calm reset, HALT, ask-for-help script, and one fun activity. Put it somewhere Logan can find it.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%2015%20-%20My%20toolbox%20Make%20a%20personal%20toolbox%20list%3A%203%20Cs%2C%20safe%20people%2C%20calm%20reset%2C%20HALT%2C%20ask-for-help%20,https://idunnoguesswho.github.io/snowflake/worksheets/135.html,,,FALSE,3
136,2026-06-03,Oliver,Recovery,15,Alateen Resource 01 - Teen Corner,,Adult-guided reading. Open the official Al-Anon Teen Corner page: https://al-anon.org/newcomers/teen-corner-alateen/ Oliver chooses one helpful idea and draws or writes one sentence about it.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2001%20-%20Teen%20Corner%20Adult-guided%20reading.%20Open%20the%20official%20Al-Anon%20Teen%20Corner%20page%3A%20https%3A%2F%2Fal-ano,https://idunnoguesswho.github.io/snowflake/worksheets/136.html,,2026-06-04,FALSE,3
136,2026-06-03,Oliver,FLA,5,French 60-Second Talk,Parle pendant 60 secondes,"Describe something you learned this year. Use 3 connectors: first, next, finally.","Decris quelque chose que tu as appris cette annee. Utilise 3 connecteurs: premierement, ensuite, finalement.",https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20French%2060-Second%20Talk%20Describe%20something%20you%20learned%20this%20year.%20Use%203%20connectors%3A%20first%2C%20next%2C%20finally,https://idunnoguesswho.github.io/snowflake/worksheets/136.html,,,FALSE,1
137,2026-06-03,Oliver,FLA,10,French Mini Summary,Mini resume en francais,"Read one page of a French book. Say who, where, what happens, and the important idea.","Lis une page d'un livre en francais. Dis qui, ou, ce qui se passe, et l'idee importante.",https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20French%20Mini%20Summary%20Read%20one%20page%20of%20a%20French%20book.%20Say%20who%2C%20where%2C%20what%20happens%2C%20and%20the%20important%20,https://idunnoguesswho.github.io/snowflake/worksheets/137.html,,,FALSE,2
138,2026-06-03,Oliver,FLA,5,Sentence Upgrade,Ameliore la phrase,"Start with a tiny French sentence and add where, how, and why details.","Commence avec une petite phrase en francais et ajoute des details: ou, comment, et pourquoi.",https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Sentence%20Upgrade%20Start%20with%20a%20tiny%20French%20sentence%20and%20add%20where%2C%20how%2C%20and%20why%20details.,https://idunnoguesswho.github.io/snowflake/worksheets/138.html,,,FALSE,1
139,2026-06-03,Oliver,FLA,5,Fiction or Non-Fiction?,Fiction ou non-fiction?,"Pick any text and identify its purpose, features, and clues.","Choisis un texte et trouve son but, ses caracteristiques, et les indices.",https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Fiction%20or%20Non-Fiction%3F%20Pick%20any%20text%20and%20identify%20its%20purpose%2C%20features%2C%20and%20clues.,https://idunnoguesswho.github.io/snowflake/worksheets/139.html,,,FALSE,1
140,2026-06-03,Oliver,FLA,5,Mystery Word,Mot mystere,Choose a French word from a book. Guess the meaning from context and use it in a new sentence.,Choisis un mot francais dans un livre. Devine le sens avec le contexte et utilise-le dans une nouvelle phrase.,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Mystery%20Word%20Choose%20a%20French%20word%20from%20a%20book.%20Guess%20the%20meaning%20from%20context%20and%20use%20it%20in%20a,https://idunnoguesswho.github.io/snowflake/worksheets/140.html,,,FALSE,1
141,2026-06-03,Oliver,ELA,5,Read Like an Actor,Lis comme un acteur,"Read a paragraph twice: first normally, then with expression, pauses, and emphasis.","Lis un paragraphe deux fois: normalement, puis avec expression, pauses, et emphase.",https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Read%20Like%20an%20Actor%20Read%20a%20paragraph%20twice%3A%20first%20normally%2C%20then%20with%20expression%2C%20pauses%2C%20and%20emphas,https://idunnoguesswho.github.io/snowflake/worksheets/141.html,,,FALSE,1
142,2026-06-03,Oliver,ELA,5,Two-Sentence Review,Critique en deux phrases,"After reading, write one sentence about what happened and one opinion sentence using because.","Apres la lecture, ecris une phrase sur ce qui s'est passe et une opinion avec because.",https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Two-Sentence%20Review%20After%20reading%2C%20write%20one%20sentence%20about%20what%20happened%20and%20one%20opinion%20sentence%20u,https://idunnoguesswho.github.io/snowflake/worksheets/142.html,,,FALSE,1
143,2026-06-03,Oliver,ELA,5,Dialogue Fix-It,Repare le dialogue,Fix punctuation in a dialogue sentence and make it clearer.,Corrige la ponctuation d'une phrase de dialogue et rends-la plus claire.,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Dialogue%20Fix-It%20Fix%20punctuation%20in%20a%20dialogue%20sentence%20and%20make%20it%20clearer.,https://idunnoguesswho.github.io/snowflake/worksheets/143.html,,,FALSE,1
144,2026-06-03,Oliver,ELA,5,Spicy Sentence,Phrase plus detaillee,"Take a plain sentence and add 2 adjectives, 1 strong verb, and 1 detail.","Prends une phrase simple et ajoute 2 adjectifs, 1 verbe fort, et 1 detail.",https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Spicy%20Sentence%20Take%20a%20plain%20sentence%20and%20add%202%20adjectives%2C%201%20strong%20verb%2C%20and%201%20detail.,https://idunnoguesswho.github.io/snowflake/worksheets/144.html,,,FALSE,1
145,2026-06-03,Oliver,Math ,5,Fact Sprint,Course de faits mathematiques,"Answer as many multiplication or division facts as possible in 2 minutes, then build arrays for 3 tricky ones.","Reponds a autant de faits de multiplication ou division que possible en 2 minutes, puis fais des tableaux pour 3 difficiles.",https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Fact%20Sprint%20Answer%20as%20many%20multiplication%20or%20division%20facts%20as%20possible%20in%202%20minutes%2C%20then%20b,https://idunnoguesswho.github.io/snowflake/worksheets/145.html,,,FALSE,1
146,2026-06-03,Oliver,Math ,10,Receipt Math,Math de recus,Use fake prices under $10. Add two amounts and make change from $20.,Utilise de faux prix sous 10 $. Additionne deux montants et rends la monnaie de 20 $.,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Receipt%20Math%20Use%20fake%20prices%20under%20%2410.%20Add%20two%20amounts%20and%20make%20change%20from%20%2420.,https://idunnoguesswho.github.io/snowflake/worksheets/146.html,,,FALSE,2
147,2026-06-03,Oliver,Math ,5,Round the Room,Arrondis les nombres,Pick numbers around the room or from a book. Round each to the nearest 10 and 100.,Choisis des nombres autour de toi ou dans un livre. Arrondis chacun a la dizaine et a la centaine pres.,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Round%20the%20Room%20Pick%20numbers%20around%20the%20room%20or%20from%20a%20book.%20Round%20each%20to%20the%20nearest%2010%20and%2010,https://idunnoguesswho.github.io/snowflake/worksheets/147.html,,,FALSE,1
148,2026-06-03,Oliver,Math ,5,Clock Challenge,Defi de l'horloge,"Read an analog clock, then say what time it will be in 25 minutes.","Lis une horloge analogique, puis dis l'heure dans 25 minutes.",https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Clock%20Challenge%20Read%20an%20analog%20clock%2C%20then%20say%20what%20time%20it%20will%20be%20in%2025%20minutes.,https://idunnoguesswho.github.io/snowflake/worksheets/148.html,,,FALSE,1
149,2026-06-03,Oliver,Math ,10,Area Builder,Constructeur d'aire,Use Lego or grid paper to build rectangles. Count square units and write the multiplication sentence.,Utilise des Lego ou du papier quadrille pour faire des rectangles. Compte les carres et ecris la multiplication.,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Area%20Builder%20Use%20Lego%20or%20grid%20paper%20to%20build%20rectangles.%20Count%20square%20units%20and%20write%20the%20mul,https://idunnoguesswho.github.io/snowflake/worksheets/149.html,,,FALSE,2
150,2026-06-03,Oliver,Math ,10,Snack Data Graph,Graphique des collations,"Ask 5 people their favourite snack, tally the answers, make a bar graph, and explain most and least popular.","Demande a 5 personnes leur collation preferee, fais un tableau, cree un graphique a barres, et explique le plus et le moins populaire.",https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Snack%20Data%20Graph%20Ask%205%20people%20their%20favourite%20snack%2C%20tally%20the%20answers%2C%20make%20a%20bar%20graph%2C%20and%20exp,https://idunnoguesswho.github.io/snowflake/worksheets/150.html,,,FALSE,2
151,2026-06-03,Oliver,Science ,10,Water Cycle Sketch,Schema du cycle de l'eau,"Draw and label evaporation, condensation, precipitation, and collection.","Dessine et etiquette evaporation, condensation, precipitation, et accumulation.",https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Water%20Cycle%20Sketch%20Draw%20and%20label%20evaporation%2C%20condensation%2C%20precipitation%2C%20and%20collection.,https://idunnoguesswho.github.io/snowflake/worksheets/151.html,,2026-06-04,FALSE,2
152,2026-06-03,Oliver,Science ,5,Force Hunt,Chasse aux forces,"Find 5 pushes or pulls around the house. Sort them into push, pull, or both.","Trouve 5 poussees ou tractions dans la maison. Classe-les: pousser, tirer, ou les deux.",https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Force%20Hunt%20Find%205%20pushes%20or%20pulls%20around%20the%20house.%20Sort%20them%20into%20push%2C%20pull%2C%20or%20both.,https://idunnoguesswho.github.io/snowflake/worksheets/152.html,,,FALSE,1
153,2026-06-03,Oliver,Science ,10,Simple Machine Spotting,Cherche les machines simples,"Find a lever, wheel and axle, inclined plane, wedge, screw, or pulley. Sketch one and explain how it helps.","Trouve un levier, une roue et un essieu, un plan incline, un coin, une vis, ou une poulie. Dessine-en un et explique comment il aide.",https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Simple%20Machine%20Spotting%20Find%20a%20lever%2C%20wheel%20and%20axle%2C%20inclined%20plane%2C%20wedge%2C%20screw%2C%20or%20pulley.%20Sketch%20on,https://idunnoguesswho.github.io/snowflake/worksheets/153.html,,,FALSE,2
154,2026-06-03,Oliver,Science ,5,Soil Detective,Detective du sol,Observe a spoonful of soil or dirt. Record 3 observations and 1 question.,Observe une cuilleree de sol ou de terre. Note 3 observations et 1 question.,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Soil%20Detective%20Observe%20a%20spoonful%20of%20soil%20or%20dirt.%20Record%203%20observations%20and%201%20question.,https://idunnoguesswho.github.io/snowflake/worksheets/154.html,,,FALSE,1
155,2026-06-03,Oliver,Science ,10,Toy Car Investigation,Experience avec voiture jouet,Test which surface makes a toy car roll farthest. Record results and say what made the test fair.,Teste quelle surface fait rouler une voiture jouet le plus loin. Note les resultats et explique ce qui rend le test juste.,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Toy%20Car%20Investigation%20Test%20which%20surface%20makes%20a%20toy%20car%20roll%20farthest.%20Record%20results%20and%20say%20what%20ma,https://idunnoguesswho.github.io/snowflake/worksheets/155.html,,,FALSE,2
156,2026-06-03,Oliver,Science ,5,Magnet Test,Test d'aimants,Predict and test 10 objects. Sort them into magnetic and not magnetic.,Predis et teste 10 objets. Classe-les: magnetique ou non magnetique.,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Magnet%20Test%20Predict%20and%20test%2010%20objects.%20Sort%20them%20into%20magnetic%20and%20not%20magnetic.,https://idunnoguesswho.github.io/snowflake/worksheets/156.html,,,FALSE,1
196,2026-06-03,Oliver,Social Studies ,15,The Environment,,Identify 3 positive and 3 negative human impacts on Alberta's environment; propose a solution for each negative impact. 6 impacts plus 3 solutions French,,https://www.youtube.com/results?search_query=social%20studies%20lesson%20for%20kids%20The%20Environment%20Identify%203%20positive%20and%203%20negative%20human%20impacts%20on%20Alberta%27s%20environment%3B%20propo,https://idunnoguesswho.github.io/snowflake/worksheets/196.html,,,,3
197,2026-06-03,Oliver,ELA,15,The Environment,,"Write a poem from the point of view of a river, forest, or endangered animal using vivid imagery and figurative language. At least 12 lines English",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20The%20Environment%20Write%20a%20poem%20from%20the%20point%20of%20view%20of%20a%20river%2C%20forest%2C%20or%20endangered%20animal%20usi,https://idunnoguesswho.github.io/snowflake/worksheets/197.html,,,,3
198,2026-06-03,Oliver,FLA,15,Canadian History,,"Find and read a French article about Canadian history. Main idea, 3 details, 2 vocabulary words with definitions French",,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Canadian%20History%20Find%20and%20read%20a%20French%20article%20about%20Canadian%20history.%20Main%20idea%2C%203%20details%2C%202%20v,https://idunnoguesswho.github.io/snowflake/worksheets/198.html,,,,3
199,2026-06-03,Oliver,ELA,15,Canadian History,,Write a first-person narrative from the perspective of a child pioneer in early Canada. 8-10 sentences French,,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Canadian%20History%20Write%20a%20first-person%20narrative%20from%20the%20perspective%20of%20a%20child%20pioneer%20in%20early%20,https://idunnoguesswho.github.io/snowflake/worksheets/199.html,,,,3
200,2026-06-03,Oliver,Math ,15,Canadian History,,"Calculate years since Confederation, years between Confederation and Calgary Stampede, and Terry Fox's age today. 3 historical math answers Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Canadian%20History%20Calculate%20years%20since%20Confederation%2C%20years%20between%20Confederation%20and%20Calgary%20Sta,https://idunnoguesswho.github.io/snowflake/worksheets/200.html,,,,3
201,2026-06-03,Oliver,Math ,15,Canadian History,,"Convert 3/4 to decimal and percent, 0.6 to fraction and percent, and 45% to decimal and fraction. Conversions with work shown Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Canadian%20History%20Convert%203%2F4%20to%20decimal%20and%20percent%2C%200.6%20to%20fraction%20and%20percent%2C%20and%2045%25%20to%20deci,https://idunnoguesswho.github.io/snowflake/worksheets/201.html,,,,3
202,2026-06-03,Oliver,Science ,15,Canadian History,,"Choose a Canadian invention and explain the problem it solved, the science behind it, its impact, and the inventor. Short explanation Either",,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Canadian%20History%20Choose%20a%20Canadian%20invention%20and%20explain%20the%20problem%20it%20solved%2C%20the%20science%20behin,https://idunnoguesswho.github.io/snowflake/worksheets/202.html,,,,3
203,2026-06-03,Oliver,Social Studies ,15,Canadian History,,"Explain reconciliation in Canada, name the 3 main Indigenous groups, explain residential schools, and why this history matters. 6-8 sentences Either",,https://www.youtube.com/results?search_query=social%20studies%20lesson%20for%20kids%20Canadian%20History%20Explain%20reconciliation%20in%20Canada%2C%20name%20the%203%20main%20Indigenous%20groups%2C%20explain%20res,https://idunnoguesswho.github.io/snowflake/worksheets/203.html,,,,3
204,2026-06-03,Oliver,ELA,15,Canadian History,,"Write a short story set in Canada in the 1800s with accurate historical details, a conflict, and a resolution. 1-2 paragraphs English",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Canadian%20History%20Write%20a%20short%20story%20set%20in%20Canada%20in%20the%201800s%20with%20accurate%20historical%20details%2C,https://idunnoguesswho.github.io/snowflake/worksheets/204.html,,,,3
205,2026-06-03,Oliver,FLA,15,Real-World Math,,Create a graph about something in your life and interpret the data. Graph plus paragraph French,,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Real-World%20Math%20Create%20a%20graph%20about%20something%20in%20your%20life%20and%20interpret%20the%20data.%20Graph%20plus%20p,https://idunnoguesswho.github.io/snowflake/worksheets/205.html,,,,3
206,2026-06-03,Oliver,ELA,15,Real-World Math,,"Plan how to spend $150 during the summer using categories, amounts, and justifications. Budget table French",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Real-World%20Math%20Plan%20how%20to%20spend%20%24150%20during%20the%20summer%20using%20categories%2C%20amounts%2C%20and%20justific,https://idunnoguesswho.github.io/snowflake/worksheets/206.html,,,,3
207,2026-06-03,Oliver,Math ,15,Real-World Math,,"Write 3 real-life ratios, simplify each, and explain what 1:3 means. 3 simplified ratios plus explanation Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Real-World%20Math%20Write%203%20real-life%20ratios%2C%20simplify%20each%2C%20and%20explain%20what%201%3A3%20means.%203%20simplifie,https://idunnoguesswho.github.io/snowflake/worksheets/207.html,,,,3
208,2026-06-03,Oliver,Math ,15,Real-World Math,,"Calculate simple interest on $200 at 3% for 1 year and 3 years, then total savings after 3 years. Interest calculations Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Real-World%20Math%20Calculate%20simple%20interest%20on%20%24200%20at%203%25%20for%201%20year%20and%203%20years%2C%20then%20total%20savin,https://idunnoguesswho.github.io/snowflake/worksheets/208.html,,,,3
209,2026-06-03,Oliver,Math ,15,Real-World Math,,"Flip a coin 20 times, predict heads, record results, compare prediction, and calculate experimental probability. Prediction, tally, probability Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Real-World%20Math%20Flip%20a%20coin%2020%20times%2C%20predict%20heads%2C%20record%20results%2C%20compare%20prediction%2C%20and%20cal,https://idunnoguesswho.github.io/snowflake/worksheets/209.html,,,,3
210,2026-06-03,Oliver,Science ,15,Real-World Math,,"Define circuit, conductor, insulator, series circuit, and parallel circuit; draw a simple series circuit. Definitions plus labeled diagram Either",,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Real-World%20Math%20Define%20circuit%2C%20conductor%2C%20insulator%2C%20series%20circuit%2C%20and%20parallel%20circuit%3B%20draw,https://idunnoguesswho.github.io/snowflake/worksheets/210.html,,,,3
211,2026-06-03,Oliver,Social Studies ,15,Real-World Math,,"Choose a product and trace its path from raw materials to your hands, including countries, jobs, and environmental cost. Product journey explanation Either",,https://www.youtube.com/results?search_query=social%20studies%20lesson%20for%20kids%20Real-World%20Math%20Choose%20a%20product%20and%20trace%20its%20path%20from%20raw%20materials%20to%20your%20hands%2C%20including%20,https://idunnoguesswho.github.io/snowflake/worksheets/211.html,,,,3
212,2026-06-03,Oliver,ELA,15,Real-World Math,,"Design an infographic about an interesting math concept. Clear visual with title, numbers, and representations Either",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Real-World%20Math%20Design%20an%20infographic%20about%20an%20interesting%20math%20concept.%20Clear%20visual%20with%20title,https://idunnoguesswho.github.io/snowflake/worksheets/212.html,,,,3
213,2026-06-03,Oliver,FLA,15,Body and Health,,"Conjugate aller and avoir in present, passe compose, and futur simple; write original sentences in each tense. Conjugation tables plus 2 sentences per tense French",,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Body%20and%20Health%20Conjugate%20aller%20and%20avoir%20in%20present%2C%20passe%20compose%2C%20and%20futur%20simple%3B%20write%20ori,https://idunnoguesswho.github.io/snowflake/worksheets/213.html,,,,3
214,2026-06-03,Oliver,FLA,15,Body and Health,,Explain the difference between imparfait and passe compose. Explanation plus 2 examples of each French,,https://www.youtube.com/results?search_query=French%20lesson%20for%20kids%20Body%20and%20Health%20Explain%20the%20difference%20between%20imparfait%20and%20passe%20compose.%20Explanation%20plus%202%20e,https://idunnoguesswho.github.io/snowflake/worksheets/214.html,,,,3
215,2026-06-03,Oliver,ELA,15,Body and Health,,"Write about your ideal healthy day from morning to night using passe compose. Narrative including meals, activities, and feelings French",,https://www.youtube.com/results?search_query=language%20arts%20lesson%20for%20kids%20Body%20and%20Health%20Write%20about%20your%20ideal%20healthy%20day%20from%20morning%20to%20night%20using%20passe%20compose.%20Na,https://idunnoguesswho.github.io/snowflake/worksheets/215.html,,,,3
216,2026-06-03,Oliver,Math ,15,Body and Health,,"Measure heart rate at rest, after light exercise, and after moderate exercise; create a table and line graph. Table, graph, conclusions Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Body%20and%20Health%20Measure%20heart%20rate%20at%20rest%2C%20after%20light%20exercise%2C%20and%20after%20moderate%20exercise%3B%20c,https://idunnoguesswho.github.io/snowflake/worksheets/216.html,,,,3
217,2026-06-03,Oliver,Math ,15,Body and Health,,"Convert 2.5 km to m, 1500 mL to L, 4.2 kg to g, and 350 cm to m; create a real-world word problem. Conversions plus word problem Either",,https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Body%20and%20Health%20Convert%202.5%20km%20to%20m%2C%201500%20mL%20to%20L%2C%204.2%20kg%20to%20g%2C%20and%20350%20cm%20to%20m%3B%20create%20a%20real-w,https://idunnoguesswho.github.io/snowflake/worksheets/217.html,,,,3
218,2026-06-03,Oliver,Science ,15,Body and Health,,"Describe digestive, circulatory, respiratory, and skeletal systems and how they work together during exercise. Explanation with specific example Either",,https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Body%20and%20Health%20Describe%20digestive%2C%20circulatory%2C%20respiratory%2C%20and%20skeletal%20systems%20and%20how%20they%20,https://idunnoguesswho.github.io/snowflake/worksheets/218.html,,,,3
