ID,Date Added,Responsible,Category,Est Time,Task Name EN,Task Name FR,Description EN,Description FR,YouTube Link,Worksheet,Date assigned,Date Completed,IsDone,Points
385,2026-06-03,Logan,Math ,10,"1,000 challenge",Defi 1 000,"Make two 3-digit numbers with cards or dice. Estimate, then add and subtract using the standard algorithm. Grade 4 twist: use numbers up to 10,000 or simple money/decimal amounts.","Cree deux nombres a 3 chiffres avec des cartes ou des des. Estime, puis additionne et soustrais avec l'algorithme standard. Defi 4e annee: utilise des nombres jusqu'a 10 000 ou de petits montants d'argent.",,,,,FALSE,2
386,2026-06-03,Logan,Math ,10,Shape hunt,Chasse aux formes,"Find 5 objects. Identify parallel, perpendicular, equal sides, and right angles. Measure length in cm or m. Grade 4 twist: classify triangles/quadrilaterals and find the area of a rectangle.","Trouve 5 objets. Identifie les cotes paralleles, perpendiculaires, egaux, et les angles droits. Mesure en cm ou m. Defi 4e annee: classe des triangles/quadrilateres et trouve l'aire d'un rectangle.",,,,,FALSE,2
387,2026-06-03,Logan,Math ,10,Today's data,Donnees du jour,"Track something for 5 minutes: steps, Lego colours, reading pages, weather, or snacks. Make a tally or bar graph. Grade 4 twist: answer most, least, difference, and what the graph shows.","Observe quelque chose pendant 5 minutes: pas, couleurs de Lego, pages lues, meteo, ou collations. Fais un tableau ou graphique a barres. Defi 4e annee: explique le plus, le moins, la difference, et ce que montre le graphique.",,,,,FALSE,2
388,2026-06-03,Logan,Science ,10,Mini investigation,Mini experience,"Test how force changes movement: push a toy car on carpet, tile, paper, and towel. Predict, test, compare. Grade 4 twist: explain how gravity or magnetism could change the movement.","Teste comment une force change le mouvement: pousse une voiture jouet sur tapis, tuile, papier, et serviette. Predis, teste, compare. Defi 4e annee: explique comment la gravite ou le magnetisme pourrait changer le mouvement.",,,,,FALSE,2
389,2026-06-03,Logan,Science ,10,Water / Earth review,Revision eau / Terre,"Draw the water cycle or layers of Earth's surface. Add 4 labels and explain it aloud in French or English. Grade 4 twist: name one human choice that protects land, air, water, or organisms.","Dessine le cycle de l'eau ou les couches de la surface de la Terre. Ajoute 4 etiquettes et explique a voix haute en francais ou anglais. Defi 4e annee: nomme un choix humain qui protege la terre, l'air, l'eau, ou les organismes.",,,,,FALSE,2
390,2026-06-03,Logan,Social Studies ,10,Alberta postcard,Carte postale de l'Alberta,"Draw Alberta. Add Rockies, prairies, one city, one natural resource, one official symbol, and one First Nations, Metis, or francophone contribution. Grade 4 twist: connect Alberta to early Canada, New France, or Confederation.","Dessine l'Alberta. Ajoute les Rocheuses, les prairies, une ville, une ressource naturelle, un symbole officiel, et une contribution des Premieres Nations, des Metis, ou des francophones. Defi 4e annee: fais un lien avec le Canada ancien, la Nouvelle-France, ou la Confederation.",,,,,FALSE,2
391,2026-06-03,Logan,Wellness,8,Fitness menu,Menu de forme physique,"Do 30 seconds each: jumping jacks, balance, throw/catch, plank, stretch. Rate effort from 1-5. Grade 4 twist: name which activity builds strength, endurance, flexibility, or coordination.","Fais 30 secondes de chaque: jumping jacks, equilibre, lancer/attraper, planche, etirement. Note l'effort de 1 a 5. Defi 4e annee: nomme quelle activite developpe la force, l'endurance, la flexibilite, ou la coordination.",,,,,FALSE,2
392,2026-06-03,Logan,Wellness,8,Scenario snap,Scenario rapide,"Discuss one scenario: bullying, sharing equipment, spending allowance, or asking permission. Say the safe and fair choice. Grade 4 twist: explain what factors matter before deciding.","Discute un scenario: intimidation, partager l'equipement, depenser l'argent de poche, ou demander la permission. Dis le choix securitaire et juste. Defi 4e annee: explique les facteurs importants avant de decider.",,,,,FALSE,2
393,2026-06-03,Logan,Art ,10,Make it more real,Rends-le plus realiste,"Sketch one object for 5 minutes. Improve it by adding shadow, texture, proportion, or detail. Grade 4 twist: use colour or line to show a feeling or idea.","Dessine un objet pendant 5 minutes. Ameliore-le avec ombre, texture, proportion, ou details. Defi 4e annee: utilise la couleur ou la ligne pour montrer une emotion ou une idee.",,,,,FALSE,2
394,2026-06-03,Logan,Music ,8,Beat and mood,Rythme et humeur,"Clap a 4-beat pattern, then change speed/dynamics: loud/soft, fast/slow, happy/sad. Identify instrument families in a song. Grade 4 twist: build a tiny harmony with voice, a piano app, or two notes.","Tape un motif de 4 temps, puis change la vitesse ou les nuances: fort/doux, vite/lent, joyeux/triste. Identifie les familles d'instruments dans une chanson. Defi 4e annee: cree une petite harmonie avec la voix, une application piano, ou deux notes.",,,,,FALSE,2
395,2026-06-03,Logan,School  Plan,25,Weekly Rotation - Monday,Rotation hebdo - lundi,Do French + math facts + PE. Keep it light: 2-3 tasks total.,Fais francais + faits mathematiques + education physique. Garde ca leger: 2 ou 3 taches au total.,,,,,FALSE,5
396,2026-06-03,Logan,School  Plan,25,Weekly Rotation - Tuesday,Rotation hebdo - mardi,Do English + science + art. Use any one task from each subject.,Fais anglais + sciences + art. Choisis une tache de chaque matiere.,,,,,FALSE,5
397,2026-06-03,Logan,School  Plan,25,Weekly Rotation - Wednesday,Rotation hebdo - mercredi,Do French reading + math operations + music. Repeat harder tasks in small doses.,Fais lecture en francais + operations mathematiques + musique. Repete les taches difficiles en petites doses.,,,,,FALSE,5
398,2026-06-03,Logan,School  Plan,25,Weekly Rotation - Thursday,Rotation hebdo - jeudi,Do social studies + measurement/data + wellness. Give one explanation aloud.,Fais etudes sociales + mesure/donnees + bienetre. Donne une explication a voix haute.,,,,,FALSE,5
399,2026-06-03,Logan,School  Plan,20,Weekly Rotation - Friday,Rotation hebdo - vendredi,"Logan's choice: redo the hardest task, then the most fun one. End with a win.","Choix de Logan: refais la tache la plus difficile, puis la plus amusante. Termine avec une reussite.",,,,,FALSE,4
400,2026-06-03,Mom,Recovery,5,Morning Serenity Check,,"Al-Anon detachment; Family & Friends self-management; RCA showing up calmly. What is mine to handle today, and what belongs to someone else? Write one sentence for each.",,,,,,FALSE,1
401,2026-06-03,Mom,Recovery,10,Three-Column Boundary Note,,Al-Anon boundaries; Family & Friends coping plan; RCA relationship safety. Fill columns: I can do / I cannot do / I will do if needed.,,,,,,FALSE,2
402,2026-06-03,Mom,Recovery,10,"One Kind, Clear Request",,"RCA communication; Family & Friends positive communication; Al-Anon own-your-part. Practice: I feel ___ when ___. I would like ___. Name behavior, not character.",,,,,,FALSE,2
403,2026-06-03,Mom,Recovery,5,Relationship Weather Report,,"RCA coupleship awareness; Al-Anon inventory; Family & Friends emotional regulation. Rate serenity, honesty, resentment, willingness, and connection from 1-5 without fixing immediately.",,,,,,FALSE,1
404,2026-06-03,Mom,Recovery,5,Pause Before Helping,,"Al-Anon detachment; Family & Friends CRAFT; RCA loving boundaries. Before advising or rescuing, ask: Is this help, control, fear, or love? Choose one small action or no action.",,,,,,FALSE,1
405,2026-06-03,Mom,Recovery,15,Coupleship Inventory Bite,,RCA relationship inventory; Al-Anon personal inventory; Family & Friends self-awareness. Finish: protected myself / protected the relationship / avoided saying honestly.,,,,,,FALSE,3
406,2026-06-03,Mom,Recovery,5,CRAFT-Style Positive Reinforcement,,"Family & Friends reinforcement; RCA appreciation; Al-Anon focus on healthy behavior. Notice one healthy behavior and offer one brief, sincere appreciation for that specific behavior.",,,,,,FALSE,1
407,2026-06-03,Mom,Recovery,10,Resentment To Need,,Al-Anon resentment work; Family & Friends values; RCA honest sharing. Translate one resentment: I resent ___ because I need or value ___.,,,,,,FALSE,2
408,2026-06-03,Mom,Recovery,5,Mini Detachment Practice,,Al-Anon letting go; Family & Friends distress tolerance; RCA reducing pressure. Write: I release my claim on ___ for the next 24 hours.,,,,,,FALSE,1
409,2026-06-03,Mom,Recovery,10,Repair Without Over-Owning,,RCA repair; Al-Anon own-your-side; Family & Friends clear communication. Write: I am sorry for my part in ___. Next time I will ___.,,,,,,FALSE,2
410,2026-06-03,Mom,Recovery,10,Meeting Reflection,,"All three programs; daily carry-forward. After a meeting, write one phrase to carry today and one action before bed.",,,,,,FALSE,2
411,2026-06-03,Mom,Recovery,5,Values-Based Choice,,"Family & Friends values; Al-Anon serenity; RCA loving conduct. Ask what serenity, dignity, and love look like in the next 10 minutes; choose one behavior.",,,,,,FALSE,1
412,2026-06-03,Mom,Recovery,10,Couple Recovery Question,,"RCA shared recovery; Family & Friends collaboration; Al-Anon realistic expectations. If safe, ask: What is one small thing we can do today that supports recovery for both of us?",,,,,,FALSE,2
413,2026-06-03,Mom,Recovery,5,Support Contact,,Al-Anon fellowship; RCA sponsor-couple idea; Family & Friends support network. Send one short text or make one brief support call telling the truth simply.,,,,,,FALSE,1
414,2026-06-03,Mom,Recovery,10,Evening Release,,Al-Anon turning over; RCA daily repair; Family & Friends coping and reset. Write three lines: showed up by / turning over / tomorrow I can begin again by.,,,,,,FALSE,2
415,2026-06-03,Logan,Recovery,15,Alateen Resource 01 - Teen Corner,,Adult-guided reading. Open the official Al-Anon Teen Corner page: https://al-anon.org/newcomers/teen-corner-alateen/ Logan chooses one helpful idea and draws or writes one sentence about it.,,,,,,FALSE,3
416,2026-06-03,Oliver,Recovery,15,Alateen Resource 02 - 20 questions,,"Adult-guided short reading. Read questions 1-5 from the Alateen S-20 flyer, then circle any feelings Oliver wants to talk about: https://al-anon.org/pdf/S20.pdf Passing is okay.",,,,,,FALSE,3
417,2026-06-03,Logan,Recovery,15,Alateen Resource 02 - 20 questions,,"Adult-guided short reading. Read questions 1-5 from the Alateen S-20 flyer, then circle any feelings Logan wants to talk about: https://al-anon.org/pdf/S20.pdf Passing is okay.",,,,,,FALSE,3
418,2026-06-03,Oliver,Recovery,15,Alateen Resource 03 - Facts About Alateen,,Adult-guided reference task. Look up Facts About Alateen (P-41): https://ecomm.al-anon.org/ItemDetail?WebsiteKey=db6e68f1-b2fe-4aaa-baea-928d4e696dcc&iProductCode=P41 Oliver writes or draws one thing Alateen is for.,,,,,,FALSE,3
419,2026-06-03,Logan,Recovery,15,Alateen Resource 03 - Facts About Alateen,,Adult-guided reference task. Look up Facts About Alateen (P-41): https://ecomm.al-anon.org/ItemDetail?WebsiteKey=db6e68f1-b2fe-4aaa-baea-928d4e696dcc&iProductCode=P41 Logan writes or draws one thing Alateen is for.,,,,,,FALSE,3
420,2026-06-03,Oliver,Recovery,15,Alateen Resource 04 - Newcomer packet,,Adult-guided reference task. Look at the Alateen Newcomer Packet listing and included leaflets: https://ecomm.al-anon.org/Search?SearchTerms=welcome+newcomer Oliver picks one leaflet title that sounds useful.,,,,,,FALSE,3
421,2026-06-03,Logan,Recovery,15,Alateen Resource 04 - Newcomer packet,,Adult-guided reference task. Look at the Alateen Newcomer Packet listing and included leaflets: https://ecomm.al-anon.org/Search?SearchTerms=welcome+newcomer Logan picks one leaflet title that sounds useful.,,,,,,FALSE,3
422,2026-06-03,Oliver,Recovery,15,Alateen Resource 05 - Hope for Children,,"If available, read one short page from Alateen - Hope for Children of Alcoholics with an adult. Reference: https://ecomm.al-anon.org/ItemDetail?Category=BOOKS&WebsiteKey=4e370926-5203-440b-ac78-1c3f85b96a9f&iProductCode=B3 Oliver names one sentence or picture that felt helpful.",,,,,,FALSE,3
423,2026-06-03,Logan,Recovery,15,Alateen Resource 05 - Hope for Children,,"If available, read one short page from Alateen - Hope for Children of Alcoholics with an adult. Reference: https://ecomm.al-anon.org/ItemDetail?Category=BOOKS&WebsiteKey=4e370926-5203-440b-ac78-1c3f85b96a9f&iProductCode=B3 Logan names one sentence or picture that felt helpful.",,,,,,FALSE,3
424,2026-06-03,Oliver,Recovery,15,Alateen Resource 06 - Daily reader,,"If available, read one day from Living Today in Alateen with an adult. Reference: https://ecomm.al-anon.org/iCommerce/Store/StoreLayouts/Category_BP_Results.aspx?InitialText=Daily+Reader Oliver draws one calm idea from the reading.",,,,,,FALSE,3
425,2026-06-03,Logan,Recovery,15,Alateen Resource 06 - Daily reader,,"If available, read one day from Living Today in Alateen with an adult. Reference: https://ecomm.al-anon.org/iCommerce/Store/StoreLayouts/Category_BP_Results.aspx?InitialText=Daily+Reader Logan draws one calm idea from the reading.",,,,,,FALSE,3
426,2026-06-03,Oliver,Recovery,15,Alateen Resource 07 - Family recovery video,,"Adult-supervised video option if available: watch a teen-appropriate segment from Al-Anon and Alateen's Role in Family Recovery (AV-31DVD), then Oliver shares one thing that sounded familiar or helpful. Reference: https://ecomm.al-anon.org/ItemDetail?Category=AV%2FAUDIO&WebsiteKey=4e370926-5203-440b-ac78-1c3f85b96a9f&iProductCode=AV31DVD",,,,,,FALSE,3
427,2026-06-03,Logan,Recovery,15,Alateen Resource 07 - Family recovery video,,"Adult-supervised video option if available: watch a teen-appropriate segment from Al-Anon and Alateen's Role in Family Recovery (AV-31DVD), then Logan shares one thing that sounded familiar or helpful. Reference: https://ecomm.al-anon.org/ItemDetail?Category=AV%2FAUDIO&WebsiteKey=4e370926-5203-440b-ac78-1c3f85b96a9f&iProductCode=AV31DVD",,,,,,FALSE,3
428,2026-06-03,Oliver,Recovery,15,Alateen Resource 08 - Meeting options,,"Adult-guided planning task. Visit Teen Corner/electronic meeting info and identify one safe next support option, without joining unless an adult decides it is appropriate: https://al-anon.org/newcomers/teen-corner-alateen/ Oliver writes one question to ask before trying a meeting.",,,,,,FALSE,3
429,2026-06-03,Logan,Recovery,15,Alateen Resource 08 - Meeting options,,"Adult-guided planning task. Visit Teen Corner/electronic meeting info and identify one safe next support option, without joining unless an adult decides it is appropriate: https://al-anon.org/newcomers/teen-corner-alateen/ Logan writes one question to ask before trying a meeting.",,,,,,FALSE,3
430,2026-06-03,Oliver,Wellbeing,30,Start Here: What You Might Be Feeling Right Now,,Check in on feelings before beginning the workbook with a trusted adult.,,,,,,FALSE,6
431,2026-06-03,Oliver,Wellbeing,30,Session 1: What Is Addiction?,,Read what addiction is and complete the true/false activity.,,,,,,FALSE,6
432,2026-06-03,Oliver,Wellbeing,30,Session 2: The Three Cs,,"Review the Three Cs: you did not cause it, cannot control it, and cannot cure it.",,,,,,FALSE,6
433,2026-06-03,Oliver,Wellbeing,30,Session 3: How It Affects You,,"Notice how addiction affects feelings, body, and daily life; complete the feelings map.",,,,,,FALSE,6
434,2026-06-03,Oliver,Wellbeing,30,Session 4: Keeping Yourself Safe,,Build a safety plan and coping toolkit for scary or overwhelming moments.,,,,,,FALSE,6
435,2026-06-03,Oliver,Wellbeing,30,Session 5: Talking About It,,"Practice words for talking with a safe, trusted adult about hard things.",,,,,,FALSE,6
436,2026-06-03,Oliver,Wellbeing,30,Session 6: Your Future Belongs to You,,"Reflect on identity, strengths, hope, and a letter to your future self.",,,,,,FALSE,6
437,2026-06-03,Oliver,Wellbeing,30,Full Resource Guide,,"Review support websites, videos, books, and crisis resources with a trusted adult.",,,,,,FALSE,6
438,2026-06-03,Logan,Wellbeing,30,Start Here: What You Might Be Feeling Right Now,,Check in on feelings before beginning the workbook with a trusted adult.,,,,,,FALSE,6
439,2026-06-03,Logan,Wellbeing,30,Session 1: What Is Addiction?,,Read what addiction is and complete the true/false activity.,,,,,,FALSE,6
440,2026-06-03,Logan,Wellbeing,30,Session 2: The Three Cs,,"Review the Three Cs: you did not cause it, cannot control it, and cannot cure it.",,,,,,FALSE,6
441,2026-06-03,Logan,Wellbeing,30,Session 3: How It Affects You,,"Notice how addiction affects feelings, body, and daily life; complete the feelings map.",,,,,,FALSE,6
442,2026-06-03,Logan,Wellbeing,30,Session 4: Keeping Yourself Safe,,Build a safety plan and coping toolkit for scary or overwhelming moments.,,,,,,FALSE,6
443,2026-06-03,Logan,Wellbeing,30,Session 5: Talking About It,,"Practice words for talking with a safe, trusted adult about hard things.",,,,,,FALSE,6
444,2026-06-03,Logan,Wellbeing,30,Session 6: Your Future Belongs to You,,"Reflect on identity, strengths, hope, and a letter to your future self.",,,,,,FALSE,6
445,2026-06-03,Logan,Wellbeing,30,Full Resource Guide,,"Review support websites, videos, books, and crisis resources with a trusted adult.",,,,,,FALSE,6
446,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 01 - Decide format",,"Choose the final format: booklet, study guide, class handout, video series, discussion group, or website. Pick the intended audience.",,,,,,FALSE,3
447,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 02 - Create outline",,"Build the main outline covering scripture/canon, Genesis, Moses, Jesus/Isa, why traditions differ, and next sources.",,,,,,FALSE,3
448,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 03 - Break into sessions",,"Turn the concept into 8-10 study sessions from canon through creation, Abraham/Ibrahim, Moses/Musa, Mary/Maryam, Jesus/Isa, and tradition differences.",,,,,,FALSE,3
449,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 04 - Story comparison charts",,"Make a comparison chart for each major story with columns for Ethiopian Orthodox, Roman Catholic, Baptist/Protestant, and Islam.",,,,,,FALSE,3
450,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 05 - Primary readings",,"Choose short primary-source readings from Genesis, Exodus, Gospel passages, Quran passages, 1 Enoch, and Jubilees.",,,,,,FALSE,3
451,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 06 - Check claims and sources",,"Verify dates, canon counts, council references, translation claims, and citations. Separate faith teaching from scholarly interpretation.",,,,,,FALSE,3
452,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 07 - Simplify language",,"Rewrite dense scholarly paragraphs into clear discussion-friendly explanations and define key terms like canon, Septuagint, Masoretic Text, Hadith, Tafsir, and Miaphysite.",,,,,,FALSE,3
453,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 08 - Discussion questions",,"Add questions for each section: emphasis, surprise, source used, meaning change, and respectful comparison.",,,,,,FALSE,3
454,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 09 - Create handouts",,"Create handouts: canon comparison, timeline, glossary, and one chart per major story.",,,,,,FALSE,3
455,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 10 - Tone rules",,"Decide tone rules: scholarly, respectful, no tradition mocked or corrected, differences presented as meaningful.",,,,,,FALSE,3
456,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 11 - Introduction",,"Prepare a short introduction explaining that the goal is understanding, not debate, and each tradition should be read on its own terms.",,,,,,FALSE,3
457,2026-06-03,Mom,Sacred Text Study,15,"One Story, Many Voices 12 - Final packet",,"Assemble outline, charts, readings, glossary, and discussion questions into one clean study packet with title page, table of contents, and recommended next readings.",,,,,,FALSE,3
458,2026-06-03,Oliver,FLA,15,The Environment - Noun phrases,,"Write 8 French noun phrases with determiner + noun + adjective, making adjectives agree. Expected output: 8 noun phrases. Language: French.",,,,,,FALSE,3
459,2026-06-03,Oliver,FLA,15,The Environment - Correct adjective phrases,,"Rewrite adjective phrases correctly: un arbre grand, une fleur belle, des oiseaux rares, des rivieres polluees. Expected output: 4 corrected phrases. Language: French.",,,,,,FALSE,3
460,2026-06-03,Oliver,ELA,15,The Environment - Persuasive paragraph,,"Write a persuasive paragraph for or against electric cars, plastic bans, or solar energy. Expected output: 6-8 sentence paragraph with position, 3 reasons, conclusion. Language: French.",,,,,,FALSE,3
461,2026-06-03,Oliver,Math,15,The Environment - Decimals and ordering,,"Round 3.47, 8.82, and 12.25 to the nearest tenth; order 0.6, 0.56, 0.605, and 0.065 from least to greatest. Expected output: answers plus explanation.",,,,,,FALSE,3
462,2026-06-03,Oliver,Math,15,The Environment - Forest percentage,,"Solve: if 40 percent of a 500-tree forest is cleared, how many trees remain and what percent remains? Expected output: calculation shown.",,,,,,FALSE,3
463,2026-06-03,Oliver,Science,15,The Environment - Ecosystem food web,,"Define ecosystem, producer, consumer, decomposer, food chain, and food web; draw and label a food web. Expected output: definitions plus food web with at least 6 organisms.",,,,,,FALSE,3
464,2026-06-03,Oliver,ELA,15,My Summer Review - Summer poem,,"Write a poem capturing the spirit of your summer with metaphors, imagery, and at least one French line. Expected output: at least 12 lines. Language: English plus one French line.",,,,,,FALSE,3
470,2026-06-03,Mom,Snow Family Work Log,90,Write anger management module content,,"Write anger management module content — shared: triggers, body signals, cool-down strategies",,,,,,FALSE,18
471,2026-06-03,Mom,Snow Family Work Log,30,Anger management Day 1 slides,,"Anger management Day 1 slides — What is Anger, body signals quiz, breathing tool, reflect",,,,,,FALSE,6
472,2026-06-03,Mom,Snow Family Work Log,30,Anger management Day 2 slides,,"Anger management Day 2 slides — Triggers identification, match activity, STOP strategy, journal",,,,,,FALSE,6
473,2026-06-03,Mom,Snow Family Work Log,30,Anger management Day 3 slides,,"Anger management Day 3 slides — Healthy expression vs explosion, scenarios quiz, toolkit reflect",,,,,,FALSE,6
474,2026-06-03,Mom,Snow Family Work Log,30,Anger management Day 4 slides,,"Anger management Day 4 slides — Repair after anger, apology practice, reflect on real situation",,,,,,FALSE,6
475,2026-06-03,Mom,Snow Family Work Log,30,Anger management Day 5 slides,,"Anger management Day 5 slides — Review and My Anger Plan, personal toolkit build",,,,,,FALSE,6
476,2026-06-03,Mom,Snow Family Work Log,60,Write Oliver social studies missions,,"Write Oliver social studies missions — Grade 5-6 Alberta: Canadian identity, globalization, world issues",,,,,,FALSE,12
477,2026-06-03,Mom,Social Studies ,30,Oliver social studies Day 2,,"Oliver social studies Day 2 — Reconciliation deep dive: TRC calls to action, local Indigenous history",,,,,,FALSE,6
478,2026-06-03,Mom,Social Studies ,30,Oliver social studies Day 3,,"Oliver social studies Day 3 — Globalization: supply chains, economic interdependence, Alberta trade",,,,,,FALSE,6
479,2026-06-03,Mom,Social Studies ,30,Oliver social studies Day 4,,"Oliver social studies Day 4 — Human rights: UN Convention, current global issues, persuasive response",,,,,,FALSE,6
480,2026-06-03,Mom,Social Studies ,30,Oliver social studies Day 5,,"Oliver social studies Day 5 — Francophone communities outside Quebec, cultural preservation essay",,,,,,FALSE,6
481,2026-06-03,Mom,Social Studies ,60,Write Logan social studies missions,,"Write Logan social studies missions — Grade 3-4 Alberta: community, Indigenous peoples, natural resources",,,,,,FALSE,12
482,2026-06-03,Mom,Social Studies ,30,Logan social studies Day 2,,"Logan social studies Day 2 — Indigenous peoples of Alberta: 3 groups, traditions, seasonal connection",,,,,,FALSE,6
483,2026-06-03,Mom,Social Studies ,30,Logan social studies Day 3,,Logan social studies Day 3 — Natural resources of Alberta: what they are and why they matter,,,,,,FALSE,6
484,2026-06-03,Mom,Social Studies ,30,Logan social studies Day 4,,"Logan social studies Day 4 — My community: map drawing, French place labels, community roles",,,,,,FALSE,6
485,2026-06-03,Mom,Social Studies ,30,Logan social studies Day 5,,"Logan social studies Day 5 — Rights and responsibilities: UN Convention for Children, letter writing",,,,,,FALSE,6
486,2026-06-03,Mom,Snow Family Work Log,60,Write art module content,,"Write art module content — shared: elements of art, colour theory, creative expression activities",,,,,,FALSE,12
487,2026-06-03,Mom,Snow Family Work Log,30,Art Day 1 shared,,"Art Day 1 shared — Elements of art (line, shape, colour, texture), observation activity",,,,,,FALSE,6
488,2026-06-03,Mom,Snow Family Work Log,30,Art Day 2 shared,,"Art Day 2 shared — Emotion colour map, feelings through colour, gratitude doodle activity",,,,,,FALSE,6
489,2026-06-03,Mom,Snow Family Work Log,30,Art Day 3 shared,,"Art Day 3 shared — Indigenous art traditions of Alberta, pattern activity, cultural appreciation",,,,,,FALSE,6
490,2026-06-03,Mom,Snow Family Work Log,30,Art Day 4 Oliver,,"Art Day 4 Oliver — Art analysis paragraph: describe, interpret, evaluate chosen artwork",,,,,,FALSE,6
491,2026-06-03,Mom,Snow Family Work Log,30,Art Day 4 Logan,,"Art Day 4 Logan — Seasonal watercolour: draw favourite season, label in French",,,,,,FALSE,6
492,2026-06-03,Mom,Snow Family Work Log,30,Art Day 5 shared,,"Art Day 5 shared — Portfolio page design, bilingual captions, reflect on creative growth",,,,,,FALSE,6
493,2026-06-03,Mom,Snow Family Work Log,60,Write music module content,,"Write music module content — shared: rhythm, mood playlists, body percussion, humming",,,,,,FALSE,12
494,2026-06-03,Mom,Snow Family Work Log,30,Music Day 1 shared,,"Music Day 1 shared — What music does to your brain, mood playlist challenge, genre explore",,,,,,FALSE,6
495,2026-06-03,Mom,Snow Family Work Log,30,Music Day 2 shared,,"Music Day 2 shared — Body percussion activity: clap/snap/stomp patterns, rhythm mirror game",,,,,,FALSE,6
496,2026-06-03,Mom,Snow Family Work Log,30,Music Day 3 shared,,"Music Day 3 shared — Humming meditation, vagus nerve science, 60-second hum activity",,,,,,FALSE,6
497,2026-06-03,Mom,Snow Family Work Log,30,Music Day 4 Oliver,,"Music Day 4 Oliver — Analyse a song: identify mood, write about meaning, connect to emotions",,,,,,FALSE,6
498,2026-06-03,Mom,Snow Family Work Log,30,Music Day 4 Logan,,"Music Day 4 Logan — Sing what you feel: make up a simple tune, draw what the music feels like",,,,,,FALSE,6
499,2026-06-03,Mom,Snow Family Work Log,30,Music Day 5 shared,,"Music Day 5 shared — Create personal calm playlist: 3 categories energy/focus/calm, explain choices",,,,,,FALSE,6
500,2026-06-03,Mom,Snow Family Work Log,60,Deploy all files to GitHub idunnoguesswho/snowflake,,Deploy all files to GitHub idunnoguesswho/snowflake — push rebrand and new modules via API,,,,,,FALSE,12
501,2026-06-03,Mom,Snow Family Work Log,30,"Test site on iPhone: oliver.html, logan.html, parent.html",,"Test site on iPhone: oliver.html, logan.html, parent.html — verify all new missions load correctly",,,,,,FALSE,6
502,2026-06-03,Mom,Snow Family Work Log,30,Enable GitHub Pages on idunnoguesswho/snowflake,,"Enable GitHub Pages on idunnoguesswho/snowflake — verify live URL, share links with family",,,,,,FALSE,6
503,2026-06-03,Mom,Snow Family Work Log,30,Parent dashboard update,,"Parent dashboard update — day control for new modules, verify journal entries capture correctly",,,,,,FALSE,6
504,2026-06-03,Mom,Snow Family Work Log,30,Final QA,,"Final QA — verify 30-min daily target maintained, day sequencing correct, all subjects covered",,,,,,FALSE,6
505,2026-06-04,Logan,Housework,60,Mow Lawn,,,,,,,,FALSE,12
506,2026-06-04,Oliver,Housework,60,Weed Whip,,,,,,,,FALSE,12
507,2026-06-04,Logan,Social Studies,20,Diety Research,,"deities story (why they matter for the Greek culture), a description of their physical characteristics, some words that describe their character and what are their powers",,,,2026-06-04,2026-06-04,TRUE,4
,2026-06-04,Oliver,Side Quest,10,Find balls,,Find 10 nerf balls,,,,,,FALSE,2
,2026-06-04,Logan,Side Quest,10,Find balls,,Find 10 nerf balls,,,,,,FALSE,2
,2026-06-04,Oliver,Side Quest,10,Dust lego,,Dust lego in your room,,,,,,FALSE,2
,2026-06-04,Logan,Side Quest,10,Dust shelves,,Dust shelves in your room,,,,,,FALSE,2
,2026-06-04,Logan,Side Quest,10,Dust shelves,,Dust shelves in living room,,,,,,FALSE,2
,2026-06-04,Oliver,Side Quest,10,Dust shelves,,Dust shelves in your room,,,,,,FALSE,2
,2026-06-04,Oliver,ELA,5,Pick book,,Pick your summer chapter book,,,,,,FALSE,1
,2026-06-04,Mom,Housework,30,Trailer trash,,Clean out trailer trash for big item day,,,,2026-06-04,2026-06-04,TRUE,6
